County Code,Perm ID,Facility Name,Building #,Building Name,Building Status,SPC Rating,2007 Hazus Score (%),2010 Hazus Score (%),NPC Rating,Location 1,Count
19 - Los Angeles,11480,California Hospital Medical Center - Los Angeles,BLD-00623,Tibbitts Tower B,In Service,3,,,2,"Los Angeles
(34.0371506, -118.2654666)",1
19 - Los Angeles,11480,California Hospital Medical Center - Los Angeles,BLD-00624,Admitting Building,In Service,3,,,2,"Los Angeles
(34.0371506, -118.2654666)",1
19 - Los Angeles,11480,California Hospital Medical Center - Los Angeles,BLD-00625,D & T Building,In Service,2,,,2,"Los Angeles
(34.0371506, -118.2654666)",1
19 - Los Angeles,11480,California Hospital Medical Center - Los Angeles,BLD-00626,1963 Central Plant,In Service,2,1.47,0.60,2,"Los Angeles
(34.0371506, -118.2654666)",1
19 - Los Angeles,11480,California Hospital Medical Center - Los Angeles,BLD-00627,1969 Central Plant,In Service,2,0.66,,2,"Los Angeles
(34.0371506, -118.2654666)",1
19 - Los Angeles,11480,California Hospital Medical Center - Los Angeles,BLD-00628,1964 Tower,In Service,1,13.20,,2,"Los Angeles
(34.0371506, -118.2654666)",1
19 - Los Angeles,11480,California Hospital Medical Center - Los Angeles,BLD-03122,Lobby,In Service,3,,,2,"Los Angeles
(34.0371506, -118.2654666)",1
19 - Los Angeles,11496,Casa Colina Hospital for Rehab Medicine,BLD-02885,New Replacement Hospital,In Service,5s,,,4,"Pomona
(34.0962806, -117.7456525)",1
19 - Los Angeles,11496,Casa Colina Hospital for Rehab Medicine,BLD-05310,Medical Surgical Addition and 31 Bed Hospital,Under Construction,5s,,,NYA,"Pomona
(34.0962806, -117.7456525)",1
19 - Los Angeles,11496,Casa Colina Hospital for Rehab Medicine,BLD-05311,Electrical Building,In Service,5s,,,NYA,"Pomona
(34.0962806, -117.7456525)",1
19 - Los Angeles,11496,Casa Colina Hospital for Rehab Medicine,BLD-05473,Mechanical Yard Building,In Service,5s,,,NYA,"Pomona
(34.0962806, -117.7456525)",1
19 - Los Angeles,11410,Catalina Island Medical Center,BLD-00725,Original Building,In Service,2,0.19,,2,"Avalon
(33.3389072, -118.3311854)",1
19 - Los Angeles,11410,Catalina Island Medical Center,BLD-00726,East Addition,In Service,4,,,2,"Avalon
(33.3389072, -118.3311854)",1
19 - Los Angeles,11891,Cedars Sinai Medical Center,BLD-00384,Main Medical Center,In Service,2,,,3,"Los Angeles
(34.0765457, -118.3800049)",1
19 - Los Angeles,11891,Cedars Sinai Medical Center,BLD-00385,Harvey Morse Conference Center,Not an Independent Building,N/A,,,N/A,"Los Angeles
(34.0765457, -118.3800049)",1
19 - Los Angeles,11891,Cedars Sinai Medical Center,BLD-00386,Becker Building,Not an Independent Building,N/A,,,N/A,"Los Angeles
(34.0765457, -118.3800049)",1
19 - Los Angeles,11891,Cedars Sinai Medical Center,BLD-02806,Imaging Building,In Service,5,,,4,"Los Angeles
(34.0765457, -118.3800049)",1
19 - Los Angeles,11891,Cedars Sinai Medical Center,BLD-02807,Saperstein Critical Care Tower,In Service,5,,,4,"Los Angeles
(34.0765457, -118.3800049)",1
19 - Los Angeles,11891,Cedars Sinai Medical Center,BLD-02808,Central Plant,In Service,5,,,4,"Los Angeles
(34.0765457, -118.3800049)",1
19 - Los Angeles,11891,Cedars Sinai Medical Center,BLD-03438,Pedestrian Bridge,Outpatient Only,N/A,,,NYA,"Los Angeles
(34.0765457, -118.3800049)",1
19 - Los Angeles,11891,Cedars Sinai Medical Center,BLD-05255,Thalians Building,Acute Psych Only,N/A,,,N/A,"Los Angeles
(34.0765457, -118.3800049)",1
19 - Los Angeles,11891,Cedars Sinai Medical Center,BLD-05265,Comprehensive Cancer Center,Outpatient Only,N/A,,,NYA,"Los Angeles
(34.0765457, -118.3800049)",1
19 - Los Angeles,11891,Cedars Sinai Medical Center,BLD-05304,Advanced Health Sciences Pavilion,Outpatient Only,N/A,,,NYA,"Los Angeles
(34.0765457, -118.3800049)",1
19 - Los Angeles,11510,Centinela Hospital Medical Center,BLD-00633,West Wing/ER Addition,In Service,2,0.06,,2,"Inglewood
(33.9508476, -118.3482819)",1
19 - Los Angeles,11510,Centinela Hospital Medical Center,BLD-00634,North Wing/Day Surgery,In Service,2,0.04,,2,"Inglewood
(33.9508476, -118.3482819)",1
19 - Los Angeles,11510,Centinela Hospital Medical Center,BLD-00635,Dietary Storage,In Service,2,0.07,,2,"Inglewood
(33.9508476, -118.3482819)",1
19 - Los Angeles,11510,Centinela Hospital Medical Center,BLD-00636,East Tower,In Service,4,,,2,"Inglewood
(33.9508476, -118.3482819)",1
19 - Los Angeles,11510,Centinela Hospital Medical Center,BLD-00637,West Tower,In Service,1,8.47,8.47,2,"Inglewood
(33.9508476, -118.3482819)",1
19 - Los Angeles,11510,Centinela Hospital Medical Center,BLD-00638,Engineering,In Service,2,0.97,0.97,2,"Inglewood
(33.9508476, -118.3482819)",1
19 - Los Angeles,11510,Centinela Hospital Medical Center,BLD-00639,East Wing,In Service,2,0.60,,2,"Inglewood
(33.9508476, -118.3482819)",1
19 - Los Angeles,11510,Centinela Hospital Medical Center,BLD-00640,Central Plant Addition,In Service,2,0.37,,2,"Inglewood
(33.9508476, -118.3482819)",1
19 - Los Angeles,11510,Centinela Hospital Medical Center,BLD-00641,Nursery Addition,In Service,1,4.13,4.13,2,"Inglewood
(33.9508476, -118.3482819)",1
19 - Los Angeles,11510,Centinela Hospital Medical Center,BLD-03466,Utility Tunnel,Tunnels,N/A,,,2,"Inglewood
(33.9508476, -118.3482819)",1
19 - Los Angeles,11510,Centinela Hospital Medical Center,BLD-05404,Electrical Services Building,Under Construction,5s,,,NYA,"Inglewood
(33.9508476, -118.3482819)",1
19 - Los Angeles,12874,Century City Hospital,BLD-00940,Main Hospital,In Service,2,1.22,0.78,2,"Los Angeles
(34.0592079, -118.4115448)",1
19 - Los Angeles,12874,Century City Hospital,BLD-02910,Generator and LOX Yard,Under Construction,N/A,,,NYA,"Los Angeles
(34.0592079, -118.4115448)",1
19 - Los Angeles,12874,Century City Hospital,BLD-03876,Trigen Central Plant,In Service,2,,0.72,2,"Los Angeles
(34.0592079, -118.4115448)",1
19 - Los Angeles,12874,Century City Hospital,BLD-03908,Central Plant Expansion 3,In Service,2,,0.44,2,"Los Angeles
(34.0592079, -118.4115448)",1
19 - Los Angeles,12874,Century City Hospital,BLD-05781,Drop Off Canopy,Under Construction,5s,,,NYA,"Los Angeles
(34.0592079, -118.4115448)",1
19 - Los Angeles,11525,Children's Hospital of Los Angeles,BLD-00643,Duque Building,In Service,2,0.27,,2,"Los Angeles
(34.0981051, -118.2906117)",1
19 - Los Angeles,11525,Children's Hospital of Los Angeles,BLD-00644,Page Tower,In Service,3,,,2,"Los Angeles
(34.0981051, -118.2906117)",1
19 - Los Angeles,11525,Children's Hospital of Los Angeles,BLD-00645,McAllister Building,In Service,1,5.60,,2,"Los Angeles
(34.0981051, -118.2906117)",1
19 - Los Angeles,11525,Children's Hospital of Los Angeles,BLD-00646,Page Building,In Service,3,,,2,"Los Angeles
(34.0981051, -118.2906117)",1
19 - Los Angeles,11525,Children's Hospital of Los Angeles,BLD-00647,Weingart Pavilion,In Service,3,,,2,"Los Angeles
(34.0981051, -118.2906117)",1
19 - Los Angeles,11525,Children's Hospital of Los Angeles,BLD-00648,McDonald's Building,In Service,3,,,2,"Los Angeles
(34.0981051, -118.2906117)",1
19 - Los Angeles,11525,Children's Hospital of Los Angeles,BLD-02847,Linear Accelerator,In Service,4,,,2,"Los Angeles
(34.0981051, -118.2906117)",1
19 - Los Angeles,11525,Children's Hospital of Los Angeles,BLD-02848,DWP Substation,In Service,5s,,,4,"Los Angeles
(34.0981051, -118.2906117)",1
19 - Los Angeles,11525,Children's Hospital of Los Angeles,BLD-03292,Central Plant/Anderson Building,In Service,5,,,4,"Los Angeles
(34.0981051, -118.2906117)",1
19 - Los Angeles,11525,Children's Hospital of Los Angeles,BLD-03293,Subterranean Parking Structure,In Service,5s,,,NYA,"Los Angeles
(34.0981051, -118.2906117)",1
19 - Los Angeles,11525,Children's Hospital of Los Angeles,BLD-03294,Cooling Tower - Central Plant,Not a Building Structure,N/A,,,NYA,"Los Angeles
(34.0981051, -118.2906117)",1
19 - Los Angeles,11525,Children's Hospital of Los Angeles,BLD-03531,Surgery Center/Anderson Building,In Service,5,,,4,"Los Angeles
(34.0981051, -118.2906117)",1
19 - Los Angeles,11525,Children's Hospital of Los Angeles,BLD-05279,Anderson Pavilion,In Service,5s,,,NYA,"Los Angeles
(34.0981051, -118.2906117)",1
19 - Los Angeles,11748,Citrus Valley Medical Center - IC Campus,BLD-02019,Original Building,In Service,2,,1.18,2,"Covina
(34.0880203, -117.8934097)",1
19 - Los Angeles,11748,Citrus Valley Medical Center - IC Campus,BLD-02020,East Wing Addition,In Service,2,,0.87,2,"Covina
(34.0880203, -117.8934097)",1
19 - Los Angeles,11748,Citrus Valley Medical Center - IC Campus,BLD-02021,West Wing Addition,In Service,2,,0.87,2,"Covina
(34.0880203, -117.8934097)",1
19 - Los Angeles,11748,Citrus Valley Medical Center - IC Campus,BLD-02022,Psychiatric Wing Addition,In Service,2,,1.18,2,"Covina
(34.0880203, -117.8934097)",1
19 - Los Angeles,11748,Citrus Valley Medical Center - IC Campus,BLD-02023,Lobby Addition,In Service,2,,1.09,2,"Covina
(34.0880203, -117.8934097)",1
19 - Los Angeles,11748,Citrus Valley Medical Center - IC Campus,BLD-02024,Generator Building,In Service,2,,2.45,2,"Covina
(34.0880203, -117.8934097)",1
19 - Los Angeles,11748,Citrus Valley Medical Center - IC Campus,BLD-02025,Power Plant,In Service,4,,,2,"Covina
(34.0880203, -117.8934097)",1
19 - Los Angeles,11748,Citrus Valley Medical Center - IC Campus,BLD-02026,Radiology Addition,In Service,4,,,2,"Covina
(34.0880203, -117.8934097)",1
19 - Los Angeles,11748,Citrus Valley Medical Center - IC Campus,BLD-02027,Conference Room Addition,In Service,4,,,2,"Covina
(34.0880203, -117.8934097)",1
19 - Los Angeles,11748,Citrus Valley Medical Center - IC Campus,BLD-02028,Surgery Wing Addition,In Service,4,,,2,"Covina
(34.0880203, -117.8934097)",1
19 - Los Angeles,11748,Citrus Valley Medical Center - IC Campus,BLD-05422,CCU Addition,In Service,2,,1.17,2,"Covina
(34.0880203, -117.8934097)",1
19 - Los Angeles,11748,Citrus Valley Medical Center - IC Campus,BLD-05423,Canopy Addition,In Service,4,,,2,"Covina
(34.0880203, -117.8934097)",1
19 - Los Angeles,11971,Citrus Valley Medical Center - QV Campus,BLD-01163,Main Building,In Service,1,30.36,,2,"West Covina
(34.0646515, -117.9444656)",1
19 - Los Angeles,11971,Citrus Valley Medical Center - QV Campus,BLD-01164,Service Building,In Service,4,6.50,,2,"West Covina
(34.0646515, -117.9444656)",1
19 - Los Angeles,11971,Citrus Valley Medical Center - QV Campus,BLD-01165,South Wing Addition,In Service,2,9.74,0.41,2,"West Covina
(34.0646515, -117.9444656)",1
19 - Los Angeles,11971,Citrus Valley Medical Center - QV Campus,BLD-01166,1968 West Wing Addition,In Service,2,,0.42,2,"West Covina
(34.0646515, -117.9444656)",1
19 - Los Angeles,11971,Citrus Valley Medical Center - QV Campus,BLD-01167,Outpatient Addition,In Service,4,,,2,"West Covina
(34.0646515, -117.9444656)",1
19 - Los Angeles,11971,Citrus Valley Medical Center - QV Campus,BLD-01168,Mechanical Building,In Service,4,,,2,"West Covina
(34.0646515, -117.9444656)",1
19 - Los Angeles,11971,Citrus Valley Medical Center - QV Campus,BLD-01169,1983 Lobby Addition,Not an Independent Building,N/A,,,NYA,"West Covina
(34.0646515, -117.9444656)",1
19 - Los Angeles,11971,Citrus Valley Medical Center - QV Campus,BLD-01170,MRI / CT Building,In Service,2,0.12,,2,"West Covina
(34.0646515, -117.9444656)",1
19 - Los Angeles,11971,Citrus Valley Medical Center - QV Campus,BLD-01171,Chiller Room Addition,In Service,4,,,2,"West Covina
(34.0646515, -117.9444656)",1
19 - Los Angeles,11971,Citrus Valley Medical Center - QV Campus,BLD-01172,Cardiac Cath Lab Addition,In Service,3,,,2,"West Covina
(34.0646515, -117.9444656)",1
19 - Los Angeles,11971,Citrus Valley Medical Center - QV Campus,BLD-01173,Maternal & Child Health Center,In Service,5,,,2,"West Covina
(34.0646515, -117.9444656)",1
19 - Los Angeles,11971,Citrus Valley Medical Center - QV Campus,BLD-05424,Bridge Connector,In Service,5s,,,2,"West Covina
(34.0646515, -117.9444656)",1
19 - Los Angeles,11527,City Of Hope Helford Clinical Research Hospital,BLD-00649,Familian,Delicensed Clinic under OSHPD,N/A,,,1,"Duarte
(34.127777, -117.972443)",1
19 - Los Angeles,11527,City Of Hope Helford Clinical Research Hospital,BLD-00650,Northwest,In Service,2,,0.76,3,"Duarte
(34.127777, -117.972443)",1
19 - Los Angeles,11527,City Of Hope Helford Clinical Research Hospital,BLD-00651,Machris,In Service,1,,12.86,3,"Duarte
(34.127777, -117.972443)",1
19 - Los Angeles,11527,City Of Hope Helford Clinical Research Hospital,BLD-00652,Main Medical,In Service,2,1.17,0.76,3,"Duarte
(34.127777, -117.972443)",1
19 - Los Angeles,11527,City Of Hope Helford Clinical Research Hospital,BLD-00653,ICU,In Service,4,,,3,"Duarte
(34.127777, -117.972443)",1
19 - Los Angeles,11527,City Of Hope Helford Clinical Research Hospital,BLD-02575,Wing 1,In Service,2,0.15,,3,"Duarte
(34.127777, -117.972443)",1
19 - Los Angeles,11527,City Of Hope Helford Clinical Research Hospital,BLD-02576,Wing 5,In Service,2,0.15,,3,"Duarte
(34.127777, -117.972443)",1
19 - Los Angeles,11527,City Of Hope Helford Clinical Research Hospital,BLD-02577,Wing 6,In Service,2,0.15,,3,"Duarte
(34.127777, -117.972443)",1
19 - Los Angeles,11527,City Of Hope Helford Clinical Research Hospital,BLD-02578,Food Service Facility,In Service,4,,,3,"Duarte
(34.127777, -117.972443)",1
19 - Los Angeles,11527,City Of Hope Helford Clinical Research Hospital,BLD-03091,Chiller Addition,In Service,5,,,4,"Duarte
(34.127777, -117.972443)",1
19 - Los Angeles,11527,City Of Hope Helford Clinical Research Hospital,BLD-03851,Helford Clinical Research Hospital,In Service,5s,,,4,"Duarte
(34.127777, -117.972443)",1
19 - Los Angeles,12088,Coast Plaza Hospital,BLD-02151,Original Building,In Service,2,0.32,,2,"Norwalk
(33.9125519, -118.0984573)",1
19 - Los Angeles,12088,Coast Plaza Hospital,BLD-02670,Lobby & Dietary Addition,In Service,4,,,2,"Norwalk
(33.9125519, -118.0984573)",1
19 - Los Angeles,12088,Coast Plaza Hospital,BLD-02671,X-ray Entry,In Service,4,,,2,"Norwalk
(33.9125519, -118.0984573)",1
19 - Los Angeles,12088,Coast Plaza Hospital,BLD-02672,OR Addition,In Service,4,,,2,"Norwalk
(33.9125519, -118.0984573)",1
19 - Los Angeles,12088,Coast Plaza Hospital,BLD-03646,Telephone Equipment Building,In Service,2,1.33,0.12,2,"Norwalk
(33.9125519, -118.0984573)",1
19 - Los Angeles,11927,College Medical Center,BLD-00402,North and East Wings,In Service,2,0.32,,1,"Long Beach
(33.8073273, -118.1930466)",1
19 - Los Angeles,11927,College Medical Center,BLD-00404,South Wing,In Service,2,0.20,,1,"Long Beach
(33.8073273, -118.1930466)",1
19 - Los Angeles,11927,College Medical Center,BLD-00405,West Wing,In Service,4,,,1,"Long Beach
(33.8073273, -118.1930466)",1
19 - Los Angeles,11927,College Medical Center,BLD-00406,Engineering,In Service,2,0.03,,1,"Long Beach
(33.8073273, -118.1930466)",1
19 - Los Angeles,11927,College Medical Center,BLD-00408,Doctor's Main,Not an Independent Building,N/A,,,N/A,"Long Beach
(33.8073273, -118.1930466)",1
19 - Los Angeles,11927,College Medical Center,BLD-00409,Doctor's South Addition,Not an Independent Building,N/A,,,N/A,"Long Beach
(33.8073273, -118.1930466)",1
19 - Los Angeles,11927,College Medical Center,BLD-00410,Admin/West Entry Lobby,Not an Independent Building,N/A,,,N/A,"Long Beach
(33.8073273, -118.1930466)",1
19 - Los Angeles,11927,College Medical Center,BLD-02822,Assembly,In Service,2,0.51,,1,"Long Beach
(33.8073273, -118.1930466)",1
19 - Los Angeles,11792,Community Hospital Long Beach,BLD-01745,Auditorium Addition,In Service,1,,-50.00,1,"Long Beach
(33.7887993, -118.1448746)",1
19 - Los Angeles,11792,Community Hospital Long Beach,BLD-01746,North Addition & '64 Addn #1,In Service,1,,-50.00,1,"Long Beach
(33.7887993, -118.1448746)",1
19 - Los Angeles,11792,Community Hospital Long Beach,BLD-01747,Maint. & Loading Dock Canopy,In Service,1,,-50.00,1,"Long Beach
(33.7887993, -118.1448746)",1
19 - Los Angeles,11792,Community Hospital Long Beach,BLD-01748,South Wing,In Service,4,,,1,"Long Beach
(33.7887993, -118.1448746)",1
19 - Los Angeles,11792,Community Hospital Long Beach,BLD-01749,Hatfield Building,In Service,1,,-50.00,1,"Long Beach
(33.7887993, -118.1448746)",1
19 - Los Angeles,11792,Community Hospital Long Beach,BLD-01750,1964 Addition No. 2,In Service,1,,-50.00,1,"Long Beach
(33.7887993, -118.1448746)",1
19 - Los Angeles,11792,Community Hospital Long Beach,BLD-01751,8/8A Elect Vault Bldg & Supply Bldg,In Service,1,,-50.00,1,"Long Beach
(33.7887993, -118.1448746)",1
19 - Los Angeles,11792,Community Hospital Long Beach,BLD-01752,Emergency Generator Building,In Service,1,,-50.00,1,"Long Beach
(33.7887993, -118.1448746)",1
19 - Los Angeles,11792,Community Hospital Long Beach,BLD-01754,HVAC Equip. Bldg & Mechanical Room,In Service,1,,-50.00,1,"Long Beach
(33.7887993, -118.1448746)",1
19 - Los Angeles,11792,Community Hospital Long Beach,BLD-01757,Ambulatory Services,In Service,5,,,1,"Long Beach
(33.7887993, -118.1448746)",1
19 - Los Angeles,11792,Community Hospital Long Beach,BLD-02673,Heart Room Addition,In Service,5s,,,1,"Long Beach
(33.7887993, -118.1448746)",1
19 - Los Angeles,11792,Community Hospital Long Beach,BLD-03047,1978 Oxygen Yard - Building 14,Equipment Yard,N/A,,,1,"Long Beach
(33.7887993, -118.1448746)",1
19 - Los Angeles,11792,Community Hospital Long Beach,BLD-03087,2/2A 1957 Addition & Elevator & Stair Addition,In Service,1,,-50.00,1,"Long Beach
(33.7887993, -118.1448746)",1
19 - Los Angeles,11792,Community Hospital Long Beach,BLD-03089,Cooling Towers,Equipment Yard,N/A,,,NYA,"Long Beach
(33.7887993, -118.1448746)",1
19 - Los Angeles,11792,Community Hospital Long Beach,BLD-03141,Original Building (Loggia),In Service,4,,,1,"Long Beach
(33.7887993, -118.1448746)",1
19 - Los Angeles,11792,Community Hospital Long Beach,BLD-03143,Original Building (North Wing),In Service,4,,,1,"Long Beach
(33.7887993, -118.1448746)",1
19 - Los Angeles,11792,Community Hospital Long Beach,BLD-03144,Original Building (South Wing),In Service,4,,,1,"Long Beach
(33.7887993, -118.1448746)",1
19 - Los Angeles,11792,Community Hospital Long Beach,BLD-03145,Original Building (Central Wing),In Service,4,,,1,"Long Beach
(33.7887993, -118.1448746)",1
19 - Los Angeles,11792,Community Hospital Long Beach,BLD-03146,9/9A Laundry Building -Trash Canopy,In Service,4,,,1,"Long Beach
(33.7887993, -118.1448746)",1
19 - Los Angeles,11549,Community Hospital Of Huntington Park,BLD-00669,Main Hospital,In Service,1,,2.34,2,"Huntington Park
(33.989521, -118.224258)",1
19 - Los Angeles,11549,Community Hospital Of Huntington Park,BLD-03426,Emergency Department Canopy,In Service,5,,,4,"Huntington Park
(33.989521, -118.224258)",1
19 - Los Angeles,12180,Doctors Hospital of West Covina Inc,BLD-02176,Hospital Building / Additions,In Service,1,,4.67,2,"West Covina
(34.0713501, -117.9447784)",1
19 - Los Angeles,17572,Earl and Lorraine Miller Children's Hospital,BLD-03899,101- Miller's Children's Hospital,In Service,2,,,2,"Long Beach
(33.8078156, -118.1868362)",1
19 - Los Angeles,17572,Earl and Lorraine Miller Children's Hospital,BLD-03900,102- Miller's Children's Hospital Entry,In Service,5,,,2,"Long Beach
(33.8078156, -118.1868362)",1
19 - Los Angeles,17572,Earl and Lorraine Miller Children's Hospital,BLD-03901,103- Miller Children's Clerical Addition,In Service,3,,,2,"Long Beach
(33.8078156, -118.1868362)",1
19 - Los Angeles,17572,Earl and Lorraine Miller Children's Hospital,BLD-03905,Central Plant,In Service,5s,,,NYA,"Long Beach
(33.8078156, -118.1868362)",1
19 - Los Angeles,17572,Earl and Lorraine Miller Children's Hospital,BLD-03906,4 Story Addition,Under Construction,5s,,,NYA,"Long Beach
(33.8078156, -118.1868362)",1
19 - Los Angeles,17572,Earl and Lorraine Miller Children's Hospital,BLD-05883,Oxygen Farm,Equipment Yard,N/A,,,2,"Long Beach
(33.8078156, -118.1868362)",1
19 - Los Angeles,11598,East Los Angeles Doctors Hospital,BLD-00670,Original Building,In Service,1,7.34,3.96,2,"Los Angeles
(34.0238851, -118.1841829)",1
19 - Los Angeles,11598,East Los Angeles Doctors Hospital,BLD-00671,East Addition,Not an Independent Building,N/A,,,N/A,"Los Angeles
(34.0238851, -118.1841829)",1
19 - Los Angeles,11598,East Los Angeles Doctors Hospital,BLD-00672,North Addition,Not an Independent Building,N/A,,,N/A,"Los Angeles
(34.0238851, -118.1841829)",1
19 - Los Angeles,11598,East Los Angeles Doctors Hospital,BLD-00673,South Addition,In Service,2,1.69,0.50,2,"Los Angeles
(34.0238851, -118.1841829)",1
19 - Los Angeles,11598,East Los Angeles Doctors Hospital,BLD-00674,South Addition,Not an Independent Building,N/A,,,N/A,"Los Angeles
(34.0238851, -118.1841829)",1
